Art.;Conteudo
212;Art. 212 . A União aplicará, anualmente, nunca menos de dezoito, e os Estados, o Distrito Fe- derale os Municípios vinte e cinco por cento, no mínimo, da receita resultante de impostos, compreendida a proveniente de transferências, na manutenção e desenvolvimento do ensino. ART. 212-A 8 1º A parcela da arrecadação de impostos transferida pela União aos Estados, ao Distrito Federale aos Municípios, ou pelos Estados aos respectivos Municípios, não é considerada, para efeito do cálculo previsto neste artigo, receita do governo que a transferir. § 2º Para efeito do cumprimento do disposto no caput deste artigo, serão considerados os sistemas de ensino federal, estadual e municipal e os recursos aplicados na forma do art. 213. 8 3º A distribuição dos recursos públicos assegurará prioridade ao atendimento das ne- cessidades do ensino obrigatório, no que se refere a universalização, garantia de padrão de qualidade e equidade, nos termos do plano nacional de educação. (Parágrafo com redação dada pela EC nº 59, de 2009) § 4º Os programas suplementares de alimentação e assistência à saúde previstos no art. 208, VII, serão financiados com recursos provenientes de contribuições sociais e outros recursos orçamentários. § 5º A educação básica pública terá como fonte adicional de financiamento a contribuição social do salário-educação, recolhida pelas empresas na forma da lei. (Parágrafo com redação dada pela EC nº 53, de 2006) 8 6º As cotas estaduais e municipais da arrecadação da contribuição social do salário- -educação serão distribuídas proporcionalmente ao número de alunos matriculados na educa- ção básica nas respectivas redes públicas de ensino. (Parágrafo acrescido pela EC nº 53, de 2006) § 7º É vedado o uso dos recursos referidos no caput e nos 88 5º e 6º deste artigo para pa- gamento de aposentadorias e de pensões. (Parágrafo acrescido pela EC nº 108, de 2020, com produção de efeitos financeiros a partir de 1º12021) § 8º Na hipótese de extinção ou de substituição de impostos, serão redefinidos os percen- tuais referidos no caput deste artigo e no inciso Il do caput do art. 212-A, de modo que resultem recursos vinculados à manutenção e ao desenvolvimento do ensino, bem como os recursos subvinculados aos fundos de que trata o art. 212-A desta Constituição, em aplicações equiva- lentes às anteriormente praticadas. (Parágrafo acrescido pela EC nº 108, de 2020, com produção de efeitos financeiros a partir de 1º12021) 89º A lei disporá sobre normas de fiscalização, de avaliação e de controle das despesas com educação nas esferas estadual, distrital e municipal. (Parágrafo acrescido pela EC nº 108, de 2020, com produção de efeitos financeiros a partir de 1º12021)
212-A;Art. 212 -A. Os Estados, o Distrito Federal e os Municípios destinarão parte dos recursos a que se refere o caput do art. 212 desta Constituição à manutenção e ao desenvolvimento do ensino na educação básica e à remuneração condigna de seus profissionais, respeitadas as seguintes disposições l- a distribuição dos recursos e de responsabilidades entre o Distrito Federal, os Estados e seus Municípios é assegurada mediante a instituição, no âmbito de cada Estado e do Distrito Federal, de um Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb), de natureza contábil, Il - os fundos referidos no inciso do caput deste artigo serão constituídos por 20% (vinte por cento) dos recursos a que se referem os incisos , Ile Ill do caput do art. 155, o inciso Il do caput do art. 157, os incisos Il, III e IV do caput do art. 158 e as alíneas a e b do inciso leo inciso Il do caput do art. 159 desta Constituição, Ill — os recursos referidos no inciso Il do caput deste artigo serão distribuídos entre cada Estado e seus Municípios, proporcionalmente ao número de alunos das diversas etapas e modalidades da educação básica presencial matriculados nas respectivas redes, nos âmbitos de atuação prioritária, conforme estabelecido nos 88 2º e 3º do art. 211 desta Constituição, observadas as ponderações referidas na alínea a do inciso X do caput e no § 2º deste artigo, IV - a União complementará os recursos dos fundos a que se refere o inciso Il do caput deste artigo, 17 18 ) CONSTITUIÇÃO DA REPUBLICA FEDERATIVA DO BRASIL U V-a complementação da União será equivalente a, no mínimo, 23% (vinte e três por cento) do total de recursos a que se refere o inciso Il do caput deste artigo, distribuída da seguinte forma a) 10 (dez) pontos percentuais no âmbito de cada Estado e do Distrito Federal, sempre que o valor anual por aluno (VAAF), nos termos do inciso Ill do caput deste artigo, não alcançar o mínimo definido nacionalmente, b) no mínimo, 10,5 (dez inteiros e cinco décimos) pontos percentuais em cada rede pública de ensino municipal, estadual ou distrital, sempre que o valor anual total por aluno (VAAT), referido no inciso VI do caput deste artigo, não alcançar o mínimo definido nacionalmente, c) 2,5 (dois inteiros e cinco décimos) pontos percentuais nas redes públicas que, cumpridas condicionalidades de melhoria de gestão previstas em lei, alcançarem evolução de indicadores a serem definidos, de atendimento e melhoria da aprendizagem com redução das desigualda- des, nos termos do sistema nacional de avaliação da educação básica, VI - o VAAT será calculado, na forma da lei de que trata o inciso X do caput deste artigo, com base nos recursos a que se refere o inciso Il do caput deste artigo, acrescidos de outras receitas e de transferências vinculadas à educação, observado o disposto no 8 1º e conside- radas as matrículas nos termos do inciso Ill do caput deste artigo, VII - os recursos de que tratam os incisos Ile IV do caput deste artigo serão aplicados pelos Estados e pelos Municípios exclusivamente nos respectivos âmbitos de atuação prioritária, conforme estabelecido nos §§ 2° e 3º do art. 211 desta Constituição, VIII - a vinculação de recursos à manutenção e ao desenvolvimento do ensino estabelecida no art. 212 desta Constituição suportará, no máximo, 30% (trinta por cento) da complementa- ção da União, considerados para os fins deste inciso os valores previstos no inciso V do caput deste artigo, IX - o disposto no caput do art. 160 desta Constituição aplica-se aos recursos referidos nos incisos Il e IV do caput deste artigo, e seu descumprimento pela autoridade competente importará em crime de responsabilidade, X - a lei disporá, observadas as garantias estabelecidas nos incisos , Il, II e IV do caput e no 8 1º do art. 208 e as metas pertinentes do plano nacional de educação, nos termos previstos no art. 214 desta Constituição, sobre a) a organização dos fundos referidos no inciso do caput deste artigo e a distribuição proporcional de seus recursos, as diferenças e as ponderações quanto ao valor anual por aluno entre etapas, modalidades, duração da jornada e tipos de estabelecimento de ensino, observa- dos as respectivas especificidades e os insumos necessários para a garantia de sua qualidade, b) a forma de cálculo do VAAF decorrente do inciso Ill do caput deste artigo e do VAAT refe- rido no inciso VI do caput deste artigo, c) a forma de cálculo para distribuição prevista na alínea c do inciso V do caput deste artigo, d) a transparência, o monitoramento, a fiscalização e o controle interno, externo e social dos fundos referidos no inciso do caput deste artigo, assegurada a criação, a autonomia, a manutenção e a consolidação de conselhos de acompanhamento e controle social, admitida sua integração aos conselhos de educação, e) o conteúdo e a periodicidade da avaliação, por parte do órgão responsável, dos efeitos redistributivos, da melhoria dos indicadores educacionais e da ampliação do atendimento, XI - proporção não inferior a 70% (setenta por cento) de cada fundo referido no inciso do caput deste artigo, excluídos os recursos de que trata a alínea c do inciso V do caput deste artigo, será destinada ao pagamento dos profissionais da educação básica em efetivo exercício, observado, em relação aos recursos previstos na alínea b do inciso V do caput deste artigo, o percentual mínimo de 15% (quinze por cento) para despesas de capital, ART. 213 XII - lei específica disporá sobre o piso salarial profissional nacional para os profissionais do magistério da educação básica pública, XIII — a utilização dos recursos a que se refere o § 5º do art. 212 desta Constituição para a complementação da União ao Fundeb, referida no inciso V do caput deste artigo, é vedada. § 1° O cálculo do VAAT, referido no inciso VI do caput deste artigo, deverá considerar, além dos recursos previstos no inciso Il do caput deste artigo, pelo menos, as seguintes disponibilidades - receitas de Estados, do Distrito Federal e de Municípios vinculadas à manutenção e ao desenvolvimento do ensino não integrantes dos fundos referidos no inciso do caput deste artigo, Il - cotas estaduais e municipais da arrecadação do salário-educação de que trata o § 6º do art. 212 desta Constituição, Ill - complementação da União transferida a Estados, ao Distrito Federal e a Municípios nos termos da alínea a do inciso V do caput deste artigo. 8 2º Além das ponderações previstas na alínea a do inciso X do caput deste artigo, a lei definirá outras relativas ao nível socioeconômico dos educandos e aos indicadores de disponi- bilidade de recursos vinculados à educação e de potencial de arrecadação tributária de cada ente federado, bem como seus prazos de implementação. § 3° Será destinada à educação infantil a proporção de 50% (cinquenta por cento) dos recur- sos globais a que se refere a alínea b do inciso V do caput deste artigo, nos termos da lei. (Artigo acrescido pela EC nº 108, de 2020, com produção de efeitos financeiros a partir de 1912021)
213;Art. 213 . Os recursos públicos serão destinados às escolas públicas, podendo ser dirigidos a escolas comunitárias, confessionais ou filantrópicas, definidas em lei, que - comprovem finalidade não lucrativa e apliquem seus excedentes financeiros em edu- cação, Il - assegurem a destinação de seu patrimônio a outra escola comunitária, filantrópica ou confessional, ou ao poder público, no caso de encerramento de suas atividades. 8 1º Os recursos de que trata este artigo poderão ser destinados a bolsas de estudo para o ensino fundamental e médio, na forma da lei, para os que demonstrarem insuficiência de recursos, quando houver falta de vagas e cursos regulares da rede pública na localidade da resi- dência do educando, ficando o poder público obrigado a investir prioritariamente na expansão de sua rede na localidade. § 2º As atividades de pesquisa, de extensão e de estímulo e fomento à inovação realizadas por universidades eou por instituições de educação profissional e tecnológica poderão receber apoio financeiro do Poder Público. (Parágrafo com redação dada pela EC nº 85, de 2015, republicada no DOU de 332015)
214;Art. 214 . A lei estabelecerá o plano nacional de educação, de duração decenal, com o objetivo de articular o sistema nacional de educação em regime de colaboração e definir diretrizes, obje- tivos, metas e estratégias de implementação para assegurar a manutenção e desenvolvimento do ensino em seus diversos níveis, etapas e modalidades por meio de ações integradas dos poderes públicos das diferentes esferas federativas que conduzam a (Caput do artigo com redação dada pela EC nº 59, de 2009) - erradicação do analfabetismo, Il - universalização do atendimento escolar, Ill - melhoria da qualidade do ensino, IV - formação para o trabalho, V - promoção humanística, científica e tecnológica do País, VI - estabelecimento de meta de aplicação de recursos públicos em educação como propor- ção do produto interno bruto. (Inciso acrescido pela EC nº 59, de 2009) no 120 CONSTITUIÇÃO DA REPUBLICA FEDERATIVA DO BRASIL Seção II - Da Cultura
215;Art. 215 . O Estado garantirá a todos o pleno exercício dos direitos culturais e acesso às fon- tes da cultura nacional, e apoiará e incentivará a valorização e a difusão das manifestações culturais. § 1º O Estado protegerá as manifestações das culturas populares, indígenas e afro- -brasileiras, e das de outros grupos participantes do processo civilizatório nacional. § 2° A lei disporá sobre a fixação de datas comemorativas de alta significação para os dife- rentes segmentos étnicos nacionais. 83º A lei estabelecerá o Plano Nacional de Cultura, de duração plurianual, visando ao desenvolvimento cultural do País e à integração das ações do poder público que conduzem à - defesa e valorização do patrimônio cultural brasileiro, Il - produção, promoção e difusão de bens culturais, Ill - formação de pessoal qualificado para a gestão da cultura em suas múltiplas dimensões, IV - democratização do acesso aos bens de cultura, V- valorização da diversidade étnica e regional. (Parágrafo acrescido pela EC nº 48, de 2005)
216;Art. 216 . Constituem patrimônio cultural brasileiro os bens de natureza material e imaterial, tomados individualmente ou em conjunto, portadores de referência à identidade, à ação, à memória dos diferentes grupos formadores da sociedade brasileira, nos quais se incluem - as formas de expressão, Il - os modos de criar, fazer e viver, Ill - as criações científicas, artísticas e tecnológicas, IV - as obras, objetos, documentos, edificações e demais espaços destinados às manifesta- ções artístico-culturais, V- os conjuntos urbanos e sítios de valor histórico, paisagístico, artístico, arqueológico, paleontológico, ecológico e científico. § 1º O poder público, com a colaboração da comunidade, promoverá e protegerá o patrimô- nio cultural brasileiro, por meio de inventários, registros, vigilância, tombamento e desapro- priação, e de outras formas de acautelamento e preservação. § 2º Cabem à administração pública, na forma da lei, a gestão da documentação governa- mental e as providências para franquear sua consulta a quantos dela necessitem. 83º A lei estabelecerá incentivos para a produção e o conhecimento de bens e valores culturais. § 4º Os danos e ameaças ao patrimônio cultural serão punidos, na forma da lei. § 5º Ficam tombados todos os documentos e os sítios detentores de reminiscências histó- ricas dos antigos quilombos. § 6º É facultado aos Estados e ao Distrito Federal vincular a fundo estadual de fomento à cultura até cinco décimos por cento de sua receita tributária líquida, para o financiamento de programas e projetos culturais, vedada a aplicação desses recursos no pagamento de - despesas com pessoal e encargos sociais, Il - serviço da dívida, Ill - qualquer outra despesa corrente não vinculada diretamente aos investimentos ou ações apoiados. (Parágrafo acrescido pela EC nº 42, de 2003)
216-A;Art. 216 -A. O Sistema Nacional de Cultura, organizado em regime de colaboração, de forma descentralizada e participativa, institui um processo de gestão e promoção conjunta de políti- cas públicas de cultura, democráticas e permanentes, pactuadas entre os entes da Federação e a sociedade, tendo por objetivo promover o desenvolvimento humano, social e econômico com pleno exercício dos direitos culturais. ART. 217 8 1º O Sistema Nacional de Cultura fundamenta-se na política nacional de cultura e nas suas diretrizes, estabelecidas no Plano Nacional de Cultura, e rege-se pelos seguintes princípios - diversidade das expressões culturais, Il - universalização do acesso aos bens e serviços culturais, Ill - fomento à produção, difusão e circulação de conhecimento e bens culturais, IV - cooperação entre os entes federados, os agentes públicos e privados atuantes na área cultural, V - integração e interação na execução das políticas, programas, projetos e ações desen- volvidas, VI - complementaridade nos papéis dos agentes culturais, VII - transversalidade das políticas culturais, VIII - autonomia dos entes federados e das instituições da sociedade civil, IX - transparência e compartilhamento das informações, X - democratização dos processos decisórios com participação e controle social, XI - descentralização articulada e pactuada da gestão, dos recursos e das ações, XII - ampliação progressiva dos recursos contidos nos orçamentos públicos para a cultura. 82º Constitui a estrutura do Sistema Nacional de Cultura, nas respectivas esferas da Federação - órgãos gestores da cultura, Il - conselhos de política cultural, Ill - conferências de cultura, IV - comissões intergestores, V- planos de cultura, VI - sistemas de financiamento à cultura, VII - sistemas de informações e indicadores culturais, VIII - programas de formação na área da cultura, e IX - sistemas setoriais de cultura. § 3º Lei federal disporá sobre a regulamentação do Sistema Nacional de Cultura, bem como de sua articulação com os demais sistemas nacionais ou políticas setoriais de governo. § 4º Os Estados, o Distrito Federal e os Municípios organizarão seus respectivos sistemas de cultura em leis próprias. (Artigo acrescido pela EC nº 71, de 2012) Seção III - Do Desporto
217;Art. 217 . É dever do Estado fomentar práticas desportivas formais e não formais, como direito de cada um, observados l- a autonomia das entidades desportivas dirigentes e associações, quanto a sua organiza- ção e funcionamento, Il- a destinação de recursos públicos para a promoção prioritária do desporto educacional e, em casos específicos, para a do desporto de alto rendimento, III - o tratamento diferenciado para o desporto profissional e o não profissional, IV - a proteção e o incentivo às manifestações desportivas de criação nacional. § 1º O Poder Judiciário só admitirá ações relativas à disciplina e às competições desportivas após esgotarem-se as instâncias da justiça desportiva, regulada em lei. § 2º A justiça desportiva terá o prazo máximo de sessenta dias, contados da instauração do processo, para proferir decisão final. 83º O poder público incentivará o lazer, como forma de promoção social. 121 122 CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL CAPÍTULO IV - DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO (Denominação do capítulo com redação dada pela EC nº 85, de 2015, republicada no DOU de 332015)
218;Art. 218 . O Estado promoverá e incentivará o desenvolvimento científico, a pesquisa, a capa- citação científica e tecnológica e a inovação. (Caput do artigo com redação dada pela EC nº 85, de 2015, republicada no DOU de 332015) § 1º A pesquisa científica básica e tecnológica receberá tratamento prioritário do Estado, tendo em vista o bem público e o progresso da ciência, tecnologia e inovação. (Parágrafo com redação dada pela EC nº 85, de 2015, republicada no DOU de 332015) § 2º A pesquisa tecnológica voltar-se-á preponderantemente para a solução dos problemas brasileiros e para o desenvolvimento do sistema produtivo nacional e regional. 83º O Estado apoiará a formação de recursos humanos nas áreas de ciência, pesquisa, tecnologia e inovação, inclusive por meio do apoio às atividades de extensão tecnológica, e concederá aos que delas se ocupem meios e condições especiais de trabalho. (Parágrafo com redação dada pela EC nº 85, de 2015, republicada no DOU de 332015) § 4º A lei apoiará e estimulará as empresas que invistam em pesquisa, criação de tecnologia adequada ao País, formação e aperfeiçoamento de seus recursos humanos e que pratiquem sistemas de remuneração que assegurem ao empregado, desvinculada do salário, participação nos ganhos econômicos resultantes da produtividade de seu trabalho. § 5º É facultado aos Estados e ao Distrito Federal vincular parcela de sua receita orçamentá- ria a entidades públicas de fomento ao ensino e à pesquisa científica e tecnológica. 8 6º O Estado, na execução das atividades previstas no caput, estimulará a articulação entre entes, tanto públicos quanto privados, nas diversas esferas de governo. (Parágrafo acrescido pela EC nº 85, de 2015, republicada no DOU de 332015) § 7º O Estado promoverá e incentivará a atuação no exterior das instituições públicas de ciência, tecnologia e inovação, com vistas à execução das atividades previstas no caput. (Pará- grafo acrescido pela EC nº 85, de 2015, republicada no DOU de 332015)
219;Art. 219 . O mercado interno integra o patrimônio nacional e será incentivado de modo a viabi- lizar o desenvolvimento cultural e socioeconômico, o bem-estar da população e a autonomia tecnológica do País, nos termos de lei federal. Parágrafo único. O Estado estimulará a formação e o fortalecimento da inovação nas em- presas, bem como nos demais entes, públicos ou privados, a constituição e a manutenção de parques e polos tecnológicos e de demais ambientes promotores da inovação, a atuação dos inventores independentes e a criação, absorção, difusão e transferência de tecnologia. (Parágrafo único acrescido pela EC nº 85, de 2015, republicada no DOU de 332015)
219-A;Art. 219 -A. A União, os Estados, o Distrito Federal e os Municípios poderão firmar instrumentos de cooperação com órgãos e entidades públicos e com entidades privadas, inclusive para o compartilhamento de recursos humanos especializados e capacidade instalada, para a exe- cução de projetos de pesquisa, de desenvolvimento científico e tecnológico e de inovação, mediante contrapartida financeira ou não financeira assumida pelo ente beneficiário, na forma da lei. (Artigo acrescido pela EC nº 85, de 2015, republicada no DOU de 332015)
219-B;Art. 219 -B. O Sistema Nacional de Ciência, Tecnologia e Inovação será organizado em regime de colaboração entre entes, tanto públicos quanto privados, com vistas a promover o desenvol- vimento científico e tecnológico e a inovação. § 1º Lei federal disporá sobre as normas gerais do Sistema Nacional de Ciência, Tecnologia e Inovação. § 2º Os Estados, o Distrito Federal e os Municípios legislarão concorrentemente sobre suas peculiaridades. (Artigo acrescido pela EC nº 85, de 2015, republicada no DOU de 332015) ART. 220 CAPÍTULO V - DA COMUNICAÇÃO SOCIAL
220;Art. 220 . A manifestação do pensamento, a criação, a expressão e a informação, sob qualquer forma, processo ou veículo não sofrerão qualquer restrição, observado o disposto nesta Cons- tituição. § 1º Nenhuma lei conterá dispositivo que possa constituir embaraço à plena liberdade de informação jornalística em qualquer veículo de comunicação social, observado o disposto no art. 5º, IV, V, X, XIII e XIV. § 2º É vedada toda e qualquer censura de natureza política, ideológica e artística. § 3º Compete à lei federal - regular as diversões e espetáculos públicos, cabendo ao poder público informar sobre a natureza deles, as faixas etárias a que não se recomendem, locais e horários em que sua apresentação se mostre inadequada, Il - estabelecer os meios legais que garantam à pessoa e à família a possibilidade de se defenderem de programas ou programações de rádio e televisão que contrariem o disposto no art. 221, bem como da propaganda de produtos, práticas e serviços que possam ser nocivos à saúde e ao meio ambiente. 8 4º A propaganda comercial de tabaco, bebidas alcoólicas, agrotóxicos, medicamentos e terapias estará sujeita a restrições legais, nos termos do inciso Il do parágrafo anterior, e conterá, sempre que necessário, advertência sobre os malefícios decorrentes de seu uso. § 5º Os meios de comunicação social não podem, direta ou indiretamente, ser objeto de monopólio ou oligopólio. 5 6º A publicação de veículo impresso de comunicação independe de licença de autoridade.
221;Art. 221 . A produção e a programação das emissoras de rádio e televisão atenderão aos se- guintes princípios l- preferência a finalidades educativas, artísticas, culturais e informativas, Il - promoção da cultura nacional e regional e estímulo à produção independente que obje- tive sua divulgação, Ill - regionalização da produção cultural, artística e jornalística, conforme percentuais esta- belecidos em lei, IV - respeito aos valores éticos e sociais da pessoa e da família.
222;Art. 222 . A propriedade de empresa jornalística e de radiodifusão sonora e de sons e imagens é privativa de brasileiros natos ou naturalizados há mais de dez anos, ou de pessoas jurídicas constituídas sob as leis brasileiras e que tenham sede no País. (Caput do artigo com redação dada pela EC nº 36, de 2002) § 1º Em qualquer caso, pelo menos setenta por cento do capital total e do capital votante das empresas jornalísticas e de radiodifusão sonora e de sons e imagens deverá pertencer, di- reta ou indiretamente, a brasileiros natos ou naturalizados há mais de dez anos, que exercerão obrigatoriamente a gestão das atividades e estabelecerão o conteúdo da programação. (Parágrafo com redação dada pela EC nº 36, de 2002) § 2º A responsabilidade editorial e as atividades de seleção e direção da programação vei- culada são privativas de brasileiros natos ou naturalizados há mais de dez anos, em qualquer meio de comunicação social. (Parágrafo com redação dada pela EC nº 36, de 2002) 8 3º Os meios de comunicação social eletrônica, independentemente da tecnologia utili- zada para a prestação do serviço, deverão observar os princípios enunciados no art. 221, na forma de lei específica, que também garantirá a prioridade de profissionais brasileiros na exe- cução de produções nacionais. (Parágrafo acrescido pela EC nº 36, de 2002) 123 124 CONSTITUIÇÃO DA REPUBLICA FEDERATIVA DO BRAS (04) § 4º Lei disciplinará a participação de capital estrangeiro nas empresas de que trata o § 1º. (Parágrafo acrescido pela EC nº 36, de 2002) § 5º As alterações de controle societário das empresas de que trata o § 1º serão comunica- das ao Congresso Nacional. (Parágrafo acrescido pela EC nº 36, de 2002)
223;Art. 223 . Compete ao Poder Executivo outorgar e renovar concessão, permissão e autorização para o serviço de radiodifusão sonora e de sons e imagens, observado o princípio da comple- mentaridade dos sistemas privado, público e estatal. 8 1º O Congresso Nacional apreciará o ato no prazo do art. 64, 88 2º e 4º, a contar do rece- bimento da mensagem. § 2º A não renovação da concessão ou permissão dependerá de aprovação de, no mínimo, dois quintos do Congresso Nacional, em votação nominal. 83º O ato de outorga ou renovação somente produzirá efeitos legais após deliberação do Congresso Nacional, na forma dos parágrafos anteriores. § 4º O cancelamento da concessão ou permissão, antes de vencido o prazo, depende de decisão judicial. 8 5º O prazo da concessão ou permissão será de dez anos para as emissoras de rádio e de quinze para as de televisão.
224;Art. 224 . Para os efeitos do disposto neste Capítulo, o Congresso Nacional instituirá, como órgão auxiliar, o Conselho de Comunicação Social, na forma da lei. CAPÍTULO VI - DO MEIO AMBIENTE
225;Art. 225 . Todos têm direito ao meio ambiente ecologicamente equilibrado, bem de uso comum do povo e essencial à sadia qualidade de vida, impondo-se ao poder público e à coletividade o dever de defendê-lo e preservá-lo para as presentes e futuras gerações. § 1º Para assegurar a efetividade desse direito, incumbe ao poder público - preservar e restaurar os processos ecológicos essenciais e prover o manejo ecológico das espécies e ecossistemas, Il - preservar a diversidade e a integridade do patrimônio genético do País e fiscalizar as entidades dedicadas à pesquisa e manipulação de material genético, III — definir, em todas as unidades da Federação, espaços territoriais e seus componentes a serem especialmente protegidos, sendo a alteração e a supressão permitidas somente através de lei, vedada qualquer utilização que comprometa a integridade dos atributos que justifiquem sua proteção, IV — exigir, na forma da lei, para instalação de obra ou atividade potencialmente causadora de significativa degradação do meio ambiente, estudo prévio de impacto ambiental, a que se dará publicidade, V - controlar a produção, a comercialização e o emprego de técnicas, métodos e substân- cias que comportem risco para a vida, a qualidade de vida e o meio ambiente, VI - promover a educação ambiental em todos os níveis de ensino e a conscientização pública para a preservação do meio ambiente, VII - proteger a fauna e a flora, vedadas, na forma da lei, as práticas que coloquem em risco sua função ecológica, provoquem a extinção de espécies ou submetam os animais a crueldade, VIII - manter regime fiscal favorecido para os biocombustíveis destinados ao consumo final, na forma de lei complementar, a fim de assegurar-lhes tributação inferior à incidente sobre os combustíveis fósseis, capaz de garantir diferencial competitivo em relação a estes, especialmente em relação às contribuições de que tratam a alínea b do inciso I e o inciso IV do caput do art. 195 e o art. 239 e ao imposto a que se refere o inciso Il do caput do art. 155 desta Constituição. (Inciso acrescido pela EC nº 123, de 2022) ART. 226 8 2º Aquele que explorar recursos minerais fica obrigado a recuperar o meio ambiente degradado, de acordo com solução técnica exigida pelo órgão público competente, na forma da lei. § 3º As condutas e atividades consideradas lesivas ao meio ambiente sujeitarão os infra- tores, pessoas físicas ou jurídicas, a sanções penais e administrativas, independentemente da obrigação de reparar os danos causados. § 4° A Floresta Amazônica brasileira, a Mata Atlântica, a Serra do Mar, o Pantanal Mato- -Grossense e a Zona Costeira são patrimônio nacional, e sua utilização far-se-á, na forma da lei, dentro de condições que assegurem a preservação do meio ambiente, inclusive quanto ao uso dos recursos naturais. § 5º São indisponíveis as terras devolutas ou arrecadadas pelos Estados, por ações discrimi- natórias, necessárias à proteção dos ecossistemas naturais. 8 6º As usinas que operem com reator nuclear deverão ter sua localização definida em lei federal, sem o que não poderão ser instaladas. 8 7º Para fins do disposto na parte final do inciso VII do § 1º deste artigo, não se consideram cruéis as práticas desportivas que utilizem animais, desde que sejam manifestações culturais, conforme o § 1º do art. 215 desta Constituição Federal, registradas como bem de natureza imaterial integrante do patrimônio cultural brasileiro, devendo ser regulamentadas por lei es- pecífica que assegure o bem-estar dos animais envolvidos. (Parágrafo acrescido pela EC nº 96, de 2017) CAPÍTULO VII - DA FAMÍLIA, DA CRIANÇA, DO ADOLESCENTE, DO JOVEM E DO IDOSO (Denominação do capítulo com redação dada pela EC nº 65, de 2010)
226;Art. 226 . A família, base da sociedade, tem especial proteção do Estado. § 1º O casamento é civil e gratuita a celebração. 8 2º O casamento religioso tem efeito civil, nos termos da lei. § 3º Para efeito da proteção do Estado, é reconhecida a união estável entre o homem e a mulher como entidade familiar, devendo a lei facilitar sua conversão em casamento. § 4º Entende-se, também, como entidade familiar a comunidade formada por qualquer dos pais e seus descendentes. § 5º Os direitos e deveres referentes à sociedade conjugal são exercidos igualmente pelo homem e pela mulher. 8 6º O casamento civil pode ser dissolvido pelo divórcio. (Parágrafo com redação dada pela EC nº 66, de 2010) 8 7º Fundado nos princípios da dignidade da pessoa humana e da paternidade responsável, o planejamento familiar é livre decisão do casal, competindo ao Estado propiciar recursos educacionais e científicos para o exercício desse direito, vedada qualquer forma coercitiva por parte de instituições oficiais ou privadas. § 8º O Estado assegurará a assistência à família na pessoa de cada um dos que a integram, criando mecanismos para coibir a violência no âmbito de suas relações.
